,squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard
5975,71001,74,46,87640,9,6,1998,TRUE,TRUE,3398,8198,245,FALSE,4,7104645.8,Basic,no pool and no yard
5976,96364,31,59,48110,6,10,2005,FALSE,FALSE,8954,8226,965,FALSE,4,9648728.5,Basic,has pool and has yard
5977,74315,47,17,73104,4,7,2002,FALSE,TRUE,2758,2183,721,FALSE,8,7435387.2,Basic,no pool and has yard
5978,4487,62,64,82960,2,10,2020,TRUE,FALSE,6917,2097,272,TRUE,4,456380,Basic,no pool and has yard
5979,75066,25,79,5708,1,6,2021,FALSE,TRUE,1780,9494,686,TRUE,0,7519416.1,Basic,has pool and has yard
5980,81374,87,15,21924,4,4,2020,TRUE,TRUE,1091,4844,629,TRUE,7,8143861,Luxury,has pool and has yard
5981,92490,34,44,83288,7,8,2015,TRUE,TRUE,5233,390,797,TRUE,4,9250743.5,Basic,no pool and no yard
5982,24686,87,58,87064,4,8,1995,FALSE,FALSE,1145,2626,760,FALSE,1,2474395.5,Basic,has pool and has yard
5983,81548,51,71,43662,4,3,2016,FALSE,FALSE,3118,906,480,TRUE,2,8161315.6,Basic,has pool and has yard
5984,83789,40,55,85979,7,10,1992,FALSE,TRUE,518,5017,404,TRUE,6,8382124.2,Basic,no pool and no yard
5985,82407,75,70,93627,1,6,2019,TRUE,FALSE,2601,3929,538,TRUE,1,8244581.9,Basic,no pool and no yard
5986,15763,38,58,3877,2,7,1994,FALSE,TRUE,8631,3410,835,TRUE,8,1581323.4,Basic,no pool and no yard
5987,56191,30,78,31317,1,5,1997,TRUE,FALSE,1325,4869,175,FALSE,2,5629430.7,Basic,has pool and no yard
5988,93324,100,38,53010,7,4,1994,FALSE,TRUE,1027,4439,960,TRUE,10,9343406.4,Basic,has pool and has yard
5989,75039,5,26,32066,2,8,2021,FALSE,FALSE,2821,4767,164,FALSE,2,7512308.1,Basic,has pool and has yard
5990,24270,73,96,43678,1,9,2005,FALSE,FALSE,9110,973,987,FALSE,0,2436202.5,Basic,has pool and no yard
5991,19277,85,34,51286,2,2,1990,TRUE,TRUE,9790,5420,415,TRUE,1,1936026,Luxury,has pool and has yard
5992,48799,55,87,94670,4,9,2007,TRUE,FALSE,4551,7698,401,TRUE,4,4886995.7,Basic,no pool and has yard
5993,86184,38,50,72903,5,5,1992,TRUE,FALSE,9976,1960,615,TRUE,5,8624330.2,Basic,no pool and has yard
5994,21217,20,47,51241,6,3,1995,FALSE,TRUE,3267,8193,936,FALSE,9,2127258.5,Basic,has pool and no yard
5995,90679,5,97,18800,9,9,2019,FALSE,TRUE,9439,1281,331,TRUE,0,9072340.9,Basic,no pool and no yard
5996,75873,6,10,4349,5,3,2015,TRUE,FALSE,8475,5930,558,FALSE,10,7588881.5,Basic,no pool and no yard
5997,58091,46,2,96268,2,4,2014,TRUE,FALSE,7565,7813,170,FALSE,3,5813567.4,Basic,no pool and has yard
5998,89396,86,97,33928,6,5,1993,FALSE,TRUE,3402,4944,369,TRUE,4,8949480.3,Basic,has pool and no yard
5999,87867,25,43,69103,2,10,2014,FALSE,FALSE,6211,5558,611,FALSE,3,8788119.4,Basic,no pool and no yard
6000,62655,32,76,62786,2,6,1997,TRUE,FALSE,9858,2676,176,TRUE,9,6270255.7,Basic,no pool and no yard
6001,55840,85,14,59649,3,6,2002,TRUE,TRUE,5784,9483,472,FALSE,6,5587969.2,Basic,no pool and has yard
6002,28720,60,2,21334,10,9,1993,TRUE,FALSE,1140,4246,836,FALSE,10,2876831.3,Basic,no pool and has yard
6003,79783,4,26,86726,5,1,1993,FALSE,FALSE,1337,6411,538,TRUE,7,7983955.3,Basic,has pool and no yard
6004,68260,89,69,61998,1,10,1996,TRUE,TRUE,3248,3918,935,TRUE,6,6829892.6,Basic,no pool and no yard
6005,4113,64,22,58247,9,5,2013,FALSE,TRUE,7534,9588,923,FALSE,4,416148.3,Basic,no pool and has yard
6006,29556,91,33,43869,2,4,1990,TRUE,FALSE,6403,5380,677,FALSE,2,2962632,Luxury,has pool and has yard
6007,90300,66,88,51582,1,1,1998,FALSE,FALSE,7415,3686,614,FALSE,5,9037944.8,Basic,no pool and has yard
6008,80439,77,89,77584,1,7,2009,TRUE,FALSE,7325,6006,606,FALSE,2,8046219.9,Basic,no pool and no yard
6009,89245,86,19,94289,4,9,2007,FALSE,TRUE,7958,9750,985,FALSE,2,8930367.7,Basic,has pool and has yard
6010,42540,68,51,14618,10,10,1999,FALSE,FALSE,7793,6433,231,FALSE,2,4264337.9,Basic,has pool and has yard
6011,2978,3,29,46118,3,7,2011,TRUE,TRUE,1578,6660,105,FALSE,5,307536.1,Luxury,has pool and has yard
6012,43038,18,62,52253,6,6,1996,TRUE,TRUE,3011,8196,788,FALSE,1,4307230.6,Basic,no pool and has yard
6013,65201,87,21,89581,2,10,2007,FALSE,FALSE,7406,2272,108,TRUE,9,6522337.7,Basic,has pool and no yard
6014,16200,79,40,3591,2,6,2011,FALSE,TRUE,8974,7426,639,TRUE,7,1621661.1,Basic,no pool and no yard
6015,24095,45,2,57157,1,3,2017,FALSE,FALSE,4398,7544,898,FALSE,1,2409945.7,Basic,no pool and no yard
6016,10503,94,95,71900,3,3,1995,FALSE,FALSE,7455,7622,438,FALSE,2,1058224.5,Basic,has pool and no yard
6017,90338,17,52,68673,8,8,2005,TRUE,FALSE,4831,5985,641,TRUE,5,9040287.5,Basic,no pool and has yard
6018,58402,85,65,95691,8,8,2011,TRUE,FALSE,9446,6935,805,TRUE,3,5848466.1,Basic,no pool and has yard
6019,7431,62,83,71458,9,9,2013,FALSE,FALSE,2823,7392,123,TRUE,4,749725.3,Basic,has pool and has yard
6020,55047,22,15,32537,10,1,2013,FALSE,FALSE,287,3717,574,FALSE,3,5512488.3,Basic,has pool and has yard
6021,78897,58,96,88501,1,5,2007,FALSE,FALSE,1913,5637,765,TRUE,0,7901129.7,Basic,has pool and no yard
6022,52123,32,52,38055,5,4,2007,TRUE,TRUE,7905,401,889,FALSE,6,5219801.7,Basic,no pool and has yard
6023,41157,22,8,29853,9,1,2005,TRUE,TRUE,2767,2881,397,FALSE,2,4119982.5,Basic,no pool and has yard
6024,12838,35,10,47345,1,2,2014,TRUE,FALSE,9562,8822,666,TRUE,5,1286311.4,Basic,no pool and has yard
6025,18285,70,87,67500,9,7,2013,TRUE,FALSE,7280,3590,465,TRUE,0,1835040.3,Luxury,has pool and has yard
6026,33435,33,43,78940,3,1,2020,FALSE,TRUE,7469,388,562,TRUE,4,3349314,Basic,has pool and no yard
6027,77618,78,29,38605,5,8,2019,FALSE,FALSE,58,7745,619,FALSE,1,7768108.9,Basic,no pool and has yard
6028,64044,31,43,8926,6,10,1991,FALSE,FALSE,9665,4147,975,FALSE,2,6406275.1,Basic,no pool and no yard
6029,69788,12,42,74609,8,2,2020,FALSE,TRUE,5784,6124,561,TRUE,1,6980862,Basic,no pool and no yard
6030,5208,61,69,65029,10,7,2003,FALSE,FALSE,4575,4964,920,TRUE,1,526474.3,Basic,has pool and no yard
6031,69952,78,93,75348,1,8,1996,FALSE,TRUE,5595,1882,681,FALSE,7,7001508.6,Basic,no pool and no yard
6032,9613,95,29,30000,10,3,2019,TRUE,FALSE,8657,5203,410,TRUE,6,969559.9,Basic,has pool and no yard
6033,79915,51,8,78046,10,6,2005,FALSE,TRUE,5815,3764,477,TRUE,6,7994470.5,Basic,no pool and has yard
6034,99636,89,30,85552,6,5,1990,FALSE,TRUE,6629,2976,854,TRUE,3,9969033,Basic,no pool and has yard
6035,37822,23,71,28785,4,10,2011,TRUE,TRUE,384,9476,814,TRUE,9,3785912.1,Basic,no pool and no yard
6036,33726,28,59,27869,6,4,2012,TRUE,TRUE,5305,9671,488,FALSE,5,3376333.2,Basic,no pool and no yard
6037,97854,70,43,55993,1,5,1991,TRUE,TRUE,2255,9640,505,TRUE,9,9792071.1,Basic,has pool and no yard
6038,80266,22,75,59679,7,7,2002,TRUE,FALSE,7669,6651,135,FALSE,6,8030275.2,Basic,no pool and no yard
6039,48875,93,19,88018,1,1,2019,FALSE,FALSE,443,1057,662,FALSE,8,4892360.9,Basic,has pool and no yard
6040,35019,50,98,92394,1,3,2021,TRUE,FALSE,2487,5121,822,TRUE,4,3510681.1,Luxury,has pool and has yard
6041,55020,34,14,43593,9,9,2001,TRUE,TRUE,191,4722,715,FALSE,4,5503232.1,Basic,no pool and no yard
6042,29256,41,87,64566,8,3,1991,FALSE,TRUE,8984,8881,437,FALSE,9,2933216.1,Basic,no pool and has yard
6043,26943,60,27,75681,9,6,2014,TRUE,FALSE,8399,5008,973,TRUE,2,2697365.4,Basic,no pool and no yard
6044,11050,63,5,55473,3,1,2013,TRUE,FALSE,9051,1722,442,FALSE,9,1107198.3,Basic,no pool and has yard
6045,47413,66,91,61968,8,6,2005,FALSE,TRUE,2015,5507,414,TRUE,3,4743556.5,Basic,no pool and no yard
6046,20002,12,76,77642,9,6,1997,FALSE,TRUE,7291,3513,253,TRUE,3,2015304.7,Basic,has pool and has yard
6047,60216,14,97,84535,9,4,2012,FALSE,FALSE,2305,3001,663,TRUE,10,6031741.2,Basic,has pool and has yard
6048,83275,77,54,29279,6,5,1999,TRUE,TRUE,6822,5721,614,TRUE,2,8331662.9,Basic,no pool and has yard
6049,80150,77,62,926,10,8,1991,FALSE,TRUE,6238,6877,764,TRUE,4,8022700.1,Basic,has pool and no yard
6050,38057,50,43,4946,9,8,1997,FALSE,FALSE,7554,7685,134,TRUE,3,3809962.7,Basic,no pool and has yard
6051,53449,7,33,79386,1,7,2014,FALSE,FALSE,6012,9862,117,FALSE,0,5352469.4,Basic,has pool and has yard
6052,33785,14,17,46932,8,5,2002,FALSE,FALSE,8905,8715,306,FALSE,10,3380715.2,Basic,no pool and no yard
6053,9463,60,80,89885,8,4,2001,FALSE,TRUE,6221,1882,953,TRUE,0,956197.1,Basic,no pool and has yard
6054,94370,55,21,83209,5,2,2013,FALSE,FALSE,7200,479,442,TRUE,4,9445972.3,Basic,has pool and has yard
6055,44698,15,38,13007,5,10,2003,TRUE,FALSE,10,3293,931,TRUE,4,4473490.3,Basic,no pool and no yard
6056,75743,76,32,26354,6,9,2014,FALSE,TRUE,4005,7010,982,TRUE,6,7580464.4,Basic,no pool and has yard
6057,17622,42,100,56267,5,2,2005,FALSE,TRUE,5686,8824,491,TRUE,1,1767131.5,Basic,no pool and has yard
6058,62662,28,92,8650,2,10,2013,TRUE,TRUE,9760,4876,652,TRUE,7,6271685.3,Basic,no pool and no yard
6059,17346,74,79,12046,1,4,1990,TRUE,TRUE,9506,8061,465,FALSE,3,1740674,Basic,has pool and no yard
6060,88899,84,23,34472,8,5,2020,TRUE,FALSE,3130,6830,769,FALSE,4,8893227,Basic,has pool and no yard
6061,72447,68,99,48157,6,9,2012,FALSE,FALSE,168,3428,103,TRUE,10,7257991.2,Basic,no pool and has yard
6062,40555,76,62,928,4,3,2003,FALSE,TRUE,7158,4007,310,FALSE,10,4061001.3,Basic,no pool and has yard
6063,91095,2,33,22508,1,10,2018,FALSE,FALSE,7840,2329,880,TRUE,5,9115770.8,Basic,no pool and has yard
6064,69810,37,67,50185,2,4,2003,FALSE,TRUE,8612,5822,477,TRUE,6,6986464.3,Basic,has pool and no yard
6065,27533,63,87,78291,4,2,2009,TRUE,FALSE,6605,9925,293,TRUE,7,2761258.9,Basic,no pool and has yard
6066,75271,69,74,33145,3,2,2002,FALSE,FALSE,8171,4145,125,FALSE,0,7537873.2,Basic,has pool and no yard
6067,42010,70,90,68388,10,3,2017,TRUE,FALSE,1113,3329,133,FALSE,8,4206362.7,Basic,has pool and no yard
6068,2169,96,48,9503,7,10,1992,FALSE,TRUE,1685,7574,978,TRUE,3,221299.2,Basic,has pool and no yard
6069,29004,70,24,49297,7,9,2002,TRUE,TRUE,942,3434,365,TRUE,9,2905549.2,Basic,has pool and no yard
6070,32966,11,44,45631,4,6,2011,TRUE,FALSE,9942,9669,625,TRUE,8,3303709.1,Basic,has pool and no yard
6071,14859,82,17,59413,10,6,1992,FALSE,TRUE,636,4915,923,FALSE,9,1492436.2,Basic,has pool and has yard
6072,33640,9,18,35374,5,4,1995,FALSE,TRUE,2712,8661,105,TRUE,8,3367992.5,Basic,has pool and no yard
6073,73808,6,14,91163,5,8,2002,FALSE,TRUE,513,9712,960,FALSE,6,7388725.2,Basic,has pool and has yard
6074,30807,99,54,294,2,8,1998,TRUE,TRUE,6559,8744,156,FALSE,0,3083235.8,Basic,no pool and no yard
6075,14243,85,90,39289,9,8,2016,TRUE,TRUE,8832,3919,148,FALSE,2,1430473.6,Basic,has pool and no yard
6076,82190,65,81,93480,6,7,2019,TRUE,FALSE,4936,2599,221,TRUE,8,8221240.9,Basic,no pool and no yard
6077,31968,87,76,11119,1,1,2015,FALSE,TRUE,9147,8334,912,TRUE,5,3203508.5,Basic,has pool and no yard
6078,23558,26,33,49364,3,3,1996,FALSE,FALSE,4650,2775,411,TRUE,1,2359810.6,Basic,no pool and has yard
6079,81063,98,60,35456,8,6,2008,TRUE,FALSE,4818,9221,465,FALSE,10,8113870.8,Basic,has pool and no yard
6080,9542,60,2,16762,3,8,2018,TRUE,TRUE,1318,6318,277,FALSE,2,962999.8,Luxury,has pool and has yard
6081,39699,74,89,9591,8,9,2005,TRUE,TRUE,4477,4430,586,TRUE,0,3977888.5,Basic,has pool and no yard
6082,50788,64,68,30437,5,1,2018,TRUE,TRUE,2063,9455,705,FALSE,10,5087258.8,Basic,has pool and no yard
6083,41681,12,85,68280,1,1,2021,FALSE,FALSE,7883,8257,663,FALSE,10,4173046.1,Basic,has pool and has yard
6084,3798,1,39,51619,3,8,2014,TRUE,FALSE,8370,4907,366,FALSE,4,385544.4,Basic,no pool and has yard
6085,31044,1,16,5535,1,10,1999,FALSE,TRUE,698,9004,740,TRUE,5,3106033.9,Basic,no pool and no yard
6086,46291,97,33,74303,6,6,2018,FALSE,FALSE,5437,9142,854,FALSE,9,4633898.8,Basic,has pool and no yard
6087,15727,25,55,17489,1,7,2007,FALSE,TRUE,8350,1546,859,TRUE,8,1577602.7,Basic,no pool and has yard
6088,67555,40,79,46536,9,7,2018,TRUE,FALSE,3080,4145,931,TRUE,1,6758958.8,Basic,no pool and no yard
6089,1903,2,97,78180,2,2,1997,TRUE,FALSE,5250,3664,262,TRUE,10,193030.7,Basic,no pool and no yard
6090,67271,60,79,50779,5,7,2021,TRUE,TRUE,8845,5808,948,TRUE,4,6737040.1,Luxury,has pool and has yard
6091,39217,7,78,12508,8,9,2007,FALSE,TRUE,9942,9084,680,FALSE,7,3932893.7,Basic,has pool and has yard
6092,62532,26,52,35831,3,2,1998,TRUE,FALSE,6319,1358,960,TRUE,10,6261175.8,Basic,no pool and has yard
6093,36239,59,78,83657,8,2,2000,TRUE,FALSE,6543,1947,968,FALSE,1,3634312,Luxury,has pool and has yard
6094,11987,48,53,34594,9,4,2018,TRUE,FALSE,7342,5115,150,TRUE,1,1203183.8,Basic,no pool and has yard
6095,32862,39,83,10742,4,3,2013,TRUE,TRUE,4444,4107,917,TRUE,1,3296039.3,Basic,has pool and no yard
6096,10983,10,4,49671,4,3,2011,TRUE,TRUE,89,9751,657,FALSE,4,1100529.1,Basic,has pool and no yard
6097,94294,38,30,74452,5,9,2004,TRUE,FALSE,8222,3672,684,TRUE,3,9439785.4,Luxury,has pool and has yard
6098,11157,49,90,5985,7,10,2020,FALSE,FALSE,2513,8890,208,TRUE,5,1120482,Basic,no pool and no yard
6099,59018,35,49,34228,10,1,2021,FALSE,TRUE,4947,308,259,TRUE,5,5907138.1,Basic,no pool and has yard
6100,84807,34,22,39535,6,2,2008,FALSE,TRUE,4460,9917,219,FALSE,2,8482192.8,Basic,no pool and no yard
6101,31585,42,50,85871,4,6,2016,TRUE,FALSE,1709,5474,595,TRUE,7,3165163.6,Basic,no pool and has yard
6102,44670,41,3,24224,2,2,1992,TRUE,TRUE,8465,6459,470,TRUE,9,4470923.2,Luxury,has pool and has yard
6103,16951,20,60,17641,10,10,2001,TRUE,FALSE,6356,3306,622,TRUE,5,1701160.1,Basic,no pool and no yard
6104,5892,32,83,91182,7,6,2015,FALSE,FALSE,8233,6127,536,TRUE,8,601283.5,Basic,has pool and has yard
6105,24971,65,85,30857,5,7,1994,FALSE,TRUE,306,4881,527,TRUE,5,2501574.4,Basic,no pool and no yard
6106,56217,69,61,28095,1,9,2011,TRUE,TRUE,9,4116,947,FALSE,0,5629960.1,Basic,no pool and has yard
6107,6138,92,38,64051,8,1,2008,FALSE,TRUE,5987,274,831,TRUE,9,617184.8,Basic,no pool and no yard
6108,37582,17,27,58259,10,10,2009,TRUE,TRUE,7306,5317,324,FALSE,7,3769640.9,Luxury,has pool and has yard
6109,18848,89,36,85574,5,8,2013,TRUE,TRUE,7949,6175,892,TRUE,1,1887019.3,Basic,no pool and no yard
6110,12107,15,9,53025,6,5,2011,FALSE,TRUE,2174,2221,716,TRUE,9,1211581.1,Basic,no pool and no yard
6111,71523,87,42,92755,8,5,2002,FALSE,FALSE,9048,8389,505,FALSE,4,7159041.2,Basic,has pool and no yard
6112,88328,91,63,2451,2,1,1992,FALSE,FALSE,7827,7972,737,TRUE,10,8840872.2,Basic,no pool and has yard
6113,22304,42,37,11188,1,2,2000,FALSE,TRUE,9032,9491,870,FALSE,3,2235124,Basic,has pool and no yard
6114,90523,63,6,78948,7,6,2011,FALSE,TRUE,5822,5541,846,FALSE,0,9058136.1,Basic,has pool and has yard
6115,91987,31,90,74739,10,1,1993,FALSE,TRUE,7546,1466,954,FALSE,0,9208316.3,Basic,no pool and has yard
6116,57719,86,60,44354,7,4,2017,FALSE,FALSE,3224,4622,730,TRUE,10,5779467.7,Basic,has pool and has yard
6117,87073,2,95,20816,3,9,2015,TRUE,FALSE,9703,3178,537,FALSE,6,8719452.5,Basic,has pool and no yard
6118,1878,68,48,24582,7,3,2005,TRUE,FALSE,504,9965,830,FALSE,1,195927.5,Basic,has pool and no yard
6119,47184,40,54,10697,5,8,2011,TRUE,FALSE,213,7191,771,TRUE,10,4724350.1,Luxury,has pool and has yard
6120,45511,33,44,40240,6,4,2013,TRUE,TRUE,3373,694,882,TRUE,0,4558309.3,Basic,no pool and has yard
6121,98450,23,33,73903,3,9,1999,TRUE,TRUE,6424,1754,984,FALSE,9,9848719.9,Basic,no pool and no yard
6122,38551,8,74,55782,9,1,2002,FALSE,FALSE,7991,2202,133,FALSE,0,3867229.2,Basic,has pool and has yard
6123,1359,99,90,32645,6,6,2016,TRUE,FALSE,6201,430,607,FALSE,0,145834.6,Basic,has pool and no yard
6124,76903,36,40,30067,1,8,2000,FALSE,TRUE,7764,563,714,TRUE,6,7694030,Basic,no pool and no yard
6125,67496,23,26,16401,2,2,1999,TRUE,TRUE,5347,9207,124,TRUE,4,6752379.9,Basic,no pool and no yard
6126,39756,22,23,35568,8,4,2019,TRUE,FALSE,7195,8567,564,FALSE,8,3980007.9,Basic,has pool and no yard
6127,25643,6,34,18418,6,8,2021,FALSE,TRUE,4701,3855,384,FALSE,6,2571876.1,Basic,has pool and has yard
6128,14043,8,92,19843,4,9,2004,FALSE,TRUE,2732,9696,444,TRUE,6,1415900.4,Basic,no pool and has yard
6129,82311,85,98,52171,8,4,2012,TRUE,TRUE,9962,6386,164,TRUE,0,8239353.2,Basic,no pool and no yard
6130,9333,96,9,95132,5,1,2005,TRUE,TRUE,4842,4625,335,TRUE,1,939398.5,Luxury,has pool and has yard
6131,36563,46,4,69259,5,7,2001,TRUE,FALSE,5100,5645,154,TRUE,10,3657222.1,Basic,no pool and no yard
6132,33427,23,99,20168,6,3,2020,TRUE,TRUE,3522,7671,214,FALSE,8,3351101,Luxury,has pool and has yard
6133,52552,83,55,48564,8,7,2006,FALSE,TRUE,113,3276,326,TRUE,2,5262997.6,Basic,has pool and no yard
6134,1294,31,83,64467,2,2,2021,TRUE,TRUE,9301,3325,137,FALSE,4,142745.1,Basic,no pool and has yard
6135,19382,95,30,14352,9,8,2014,TRUE,FALSE,6716,3872,891,FALSE,3,1943992.4,Luxury,has pool and has yard
6136,62805,89,67,53836,3,7,1999,FALSE,TRUE,9898,1555,877,FALSE,8,6288112.9,Basic,has pool and no yard
6137,76045,48,4,35808,10,7,2000,FALSE,FALSE,134,5662,925,FALSE,7,7605336,Basic,no pool and no yard
6138,11660,45,25,85834,10,4,2019,TRUE,FALSE,4061,5549,163,TRUE,8,1169525.9,Basic,has pool and no yard
6139,65965,87,46,52325,9,4,2008,FALSE,TRUE,6767,606,871,TRUE,5,6607805.8,Basic,has pool and has yard
6140,18243,4,22,64376,1,7,1995,FALSE,TRUE,9979,5669,117,FALSE,0,1826399.5,Basic,no pool and no yard
6141,45620,49,63,81978,7,5,2002,FALSE,TRUE,2875,8627,751,TRUE,4,4572312.2,Basic,has pool and has yard
6142,95620,43,6,42227,8,2,2011,TRUE,FALSE,8365,6653,179,TRUE,4,9564517.1,Basic,no pool and has yard
6143,44159,61,76,59704,4,9,2020,TRUE,FALSE,5390,6958,873,TRUE,6,4422962,Basic,no pool and no yard
6144,56819,66,55,12174,5,10,2017,TRUE,FALSE,2052,7119,110,TRUE,6,5688459.7,Basic,no pool and has yard
6145,45681,8,91,31308,1,8,2013,TRUE,TRUE,2800,5238,343,FALSE,6,4575079.3,Basic,no pool and has yard
6146,45885,30,78,6898,5,10,2011,TRUE,FALSE,5879,1488,298,TRUE,6,4598304.1,Luxury,has pool and has yard
6147,42781,1,13,19280,10,4,2005,FALSE,FALSE,9090,669,268,TRUE,10,4280444.5,Basic,no pool and has yard
6148,48919,26,48,22072,6,7,2006,TRUE,FALSE,6295,5247,502,TRUE,1,4896296.6,Basic,no pool and no yard
6149,4846,64,25,688,2,2,2015,FALSE,FALSE,7001,602,870,TRUE,1,486151.5,Basic,no pool and no yard
6150,31160,1,64,984,10,10,1993,FALSE,FALSE,7925,1189,234,FALSE,0,3125704.3,Basic,no pool and has yard
6151,7033,2,37,71260,9,10,2001,FALSE,TRUE,5051,6478,534,TRUE,10,708252.1,Basic,has pool and no yard
6152,72797,79,80,15203,7,1,2020,TRUE,FALSE,7739,9900,866,TRUE,1,7286052,Basic,no pool and no yard
6153,59068,56,43,58418,5,8,1997,TRUE,TRUE,4857,6054,999,TRUE,6,5910960.7,Basic,no pool and no yard
6154,10737,4,59,43155,3,1,1996,FALSE,TRUE,5050,6583,368,TRUE,2,1083375.6,Basic,has pool and has yard
6155,5798,38,15,80266,8,3,2010,TRUE,TRUE,9805,6107,292,TRUE,1,586009,Basic,has pool and no yard
6156,63396,36,95,64240,6,10,2018,FALSE,FALSE,8561,8572,243,TRUE,1,6347194.8,Basic,has pool and no yard
6157,12196,85,17,72129,10,2,2007,FALSE,FALSE,3483,5787,933,FALSE,6,1223454.7,Basic,has pool and no yard
6158,45271,4,61,84187,8,2,2016,TRUE,TRUE,2268,6212,793,FALSE,10,4533164.6,Basic,no pool and no yard
6159,53885,68,36,16515,1,9,2013,FALSE,TRUE,8840,8399,377,TRUE,9,5392191.3,Basic,no pool and no yard
6160,21006,46,6,35375,6,8,2014,TRUE,FALSE,7626,7889,604,FALSE,2,2101763.4,Basic,no pool and no yard
6161,99184,35,21,14204,7,10,2006,FALSE,TRUE,2451,3283,659,TRUE,5,9920683.6,Basic,no pool and no yard
6162,27569,99,69,75363,1,8,1999,TRUE,TRUE,3855,6325,504,FALSE,0,2765641.9,Luxury,has pool and has yard
6163,11064,83,58,10629,4,7,1992,FALSE,FALSE,1680,8637,171,TRUE,9,1108539.2,Basic,no pool and no yard
6164,60299,99,30,64649,2,3,2014,TRUE,FALSE,6445,118,949,FALSE,0,6035836.4,Luxury,has pool and has yard
6165,43337,14,98,74760,2,8,1993,FALSE,FALSE,1389,1163,121,FALSE,8,4334979.3,Basic,no pool and no yard
6166,6738,86,60,90438,6,5,2013,TRUE,TRUE,5201,565,303,FALSE,10,680185.3,Basic,no pool and has yard
6167,7939,76,56,67977,1,4,2011,FALSE,TRUE,7730,2237,889,FALSE,8,806926.1,Basic,has pool and has yard
6168,33316,89,72,44095,5,4,2000,TRUE,FALSE,6673,9968,616,TRUE,8,3340809,Basic,has pool and no yard
6169,28193,61,96,66975,9,5,2011,TRUE,TRUE,7652,3595,990,FALSE,6,2833176.1,Basic,no pool and has yard
6170,60768,52,65,32685,3,1,2000,FALSE,FALSE,9454,3766,408,TRUE,2,6083121,Basic,has pool and no yard
6171,405,38,91,19931,4,9,2013,FALSE,TRUE,2657,5038,898,TRUE,0,54382.3,Basic,has pool and no yard
6172,78229,55,41,43990,4,5,2021,TRUE,FALSE,6218,1061,862,FALSE,9,7831558.1,Luxury,has pool and has yard
6173,38892,78,50,87567,8,10,1998,TRUE,TRUE,7490,7791,415,FALSE,8,3898426.8,Basic,has pool and no yard
6174,16834,67,54,60701,5,8,1999,FALSE,TRUE,4649,6155,947,TRUE,0,1691557.9,Basic,no pool and has yard
6175,98767,58,80,4181,5,7,1997,TRUE,FALSE,7301,7232,452,FALSE,10,9881688.7,Basic,no pool and has yard
6176,19931,71,58,81797,3,7,2004,TRUE,FALSE,8527,2766,742,TRUE,8,1998436.4,Basic,has pool and no yard
6177,94165,56,33,90515,5,3,2013,FALSE,FALSE,2614,6873,730,TRUE,4,9425553.3,Basic,has pool and has yard
6178,3166,56,38,78583,3,5,2016,FALSE,FALSE,1038,4145,158,TRUE,9,322863.6,Basic,has pool and no yard
6179,14307,76,59,87315,10,5,2009,FALSE,FALSE,5113,9386,675,FALSE,7,1438756.9,Basic,no pool and has yard
6180,74927,58,17,65895,1,5,2013,FALSE,TRUE,1056,347,243,FALSE,1,7494035.3,Basic,no pool and no yard
6181,46132,94,90,78173,2,7,1993,TRUE,TRUE,7242,4824,987,FALSE,8,4624268.3,Basic,no pool and has yard
6182,93683,61,4,77856,9,4,2019,TRUE,TRUE,7230,8177,356,TRUE,3,9369675.9,Basic,no pool and no yard
6183,22136,56,100,93052,3,4,2012,FALSE,FALSE,6358,7861,304,TRUE,3,2217451.2,Basic,no pool and no yard
6184,22334,5,49,96183,7,9,2017,TRUE,TRUE,948,9949,113,FALSE,5,2239252.7,Basic,has pool and no yard
6185,94723,15,23,58166,4,2,1996,TRUE,TRUE,9540,5091,439,TRUE,10,9476464.6,Basic,has pool and no yard
6186,525,39,62,88189,7,1,1994,TRUE,FALSE,7377,8868,113,TRUE,10,56225.4,Basic,no pool and no yard
6187,44111,1,75,76720,8,10,1992,FALSE,TRUE,8588,7962,689,TRUE,1,4421849.2,Basic,has pool and has yard
6188,50839,28,60,87383,6,5,2015,FALSE,FALSE,9636,2021,451,FALSE,0,5088531.5,Basic,has pool and no yard
6189,81019,81,84,60447,8,10,2001,FALSE,FALSE,9850,4447,889,TRUE,9,8108376.1,Basic,has pool and no yard
6190,36137,72,31,67680,8,4,2020,TRUE,TRUE,2452,659,421,TRUE,9,3619989,Basic,has pool and no yard
6191,56439,84,29,54971,1,2,2000,TRUE,TRUE,402,7088,417,TRUE,2,5650606,Luxury,has pool and has yard
6192,1937,54,90,29408,2,5,2009,TRUE,FALSE,5879,9334,254,TRUE,7,201865.9,Basic,no pool and has yard
6193,93001,36,82,4114,3,7,2002,FALSE,FALSE,9735,9607,154,FALSE,10,9310693.2,Basic,has pool and no yard
6194,67233,36,84,86885,10,5,2018,FALSE,FALSE,8416,4594,960,FALSE,3,6731477.8,Basic,no pool and no yard
6195,55682,71,38,715,10,10,2004,FALSE,FALSE,7381,5246,858,TRUE,7,5575110.4,Basic,has pool and no yard
6196,97897,63,91,62818,4,9,1990,FALSE,TRUE,2736,1335,834,FALSE,10,9799105,Basic,has pool and has yard
